token,entry_time,entry_price,entry_token_amount,entry_sol_amount,entry_network_fee,entry_pump_fee,entry_token_account_fee,exit_time,exit_price,exit_token_amount,exit_sol_amount,exit_network_fee,exit_pump_fee,hold_time,gross_pnl,net_pnl,gross_roi,net_roi,wallet_address
CBTtmjfHZ7k69H1iudfSEhzTKhdHRrys2VtYuPuppump,2025-04-02 17:54:15,4.5706649463997155e-08,414878.452531,0.018962704,2.75e-05,0.000189628,0.00203928,2025-04-02 17:54:20,5.388962686204924e-08,414878.452531,0.022357645,2.75e-05,0.000223577,0.08333333333333333,0.0033949409999999985,0.0008874559999999983,17.903253670995436,4.182342786069455,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
EuidA3zPv6YG3MsiUqFcBX2AsiedT6caabJEenSbpump,2025-04-02 17:59:15,4.5986473589091543e-08,414878.452531,0.019078797,2.75e-05,0.000190788,0.00203928,2025-04-02 17:59:29,6.691099243802197e-08,414878.452531,0.027759929,2.75e-05,0.0002776,0.23333333333333334,0.008681131999999998,0.006118463999999997,45.501464269471484,28.676224839610665,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
Df8JKYFKtACGnPK7q17PYpWGNYAApw8cUJfx5wnGpump,2025-04-02 18:05:12,4.5802072592767724e-08,414878.452531,0.019002293,2.75e-05,0.000190023,0.00203928,2025-04-02 18:05:26,6.183908285302667e-08,414878.452531,0.025655703,2.75e-05,0.000256558,0.23333333333333334,0.0066534099999999985,0.004112548999999997,35.01372176505224,19.344891240906932,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
AjypyTmXdjkVVyaoxU2S2gQHYazFkBzW22qDhNKmpump,2025-04-02 18:12:59,4.605549380410948e-08,414878.452531,0.019107432,2.75e-05,0.000191075,0.00203928,2025-04-02 18:13:26,6.570795333836494e-08,414878.452531,0.027260814,2.75e-05,0.000272609,0.45,0.008153382,0.005595418000000001,42.6712600625767,26.189294812655696,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
AjypyTmXdjkVVyaoxU2S2gQHYazFkBzW22qDhNKmpump,2025-04-02 18:16:10,1.1835774246412556e-07,155633.079987,0.01842038,2.75e-05,0.000184204,0.0,2025-04-02 18:16:17,3.055057446911131e-08,155633.079987,0.00475468,2.75e-05,4.7547e-05,0.11666666666666667,-0.0136657,-0.013952451000000001,-74.18793749097466,-74.88400653410537,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
HdU2sYEvEAGVGtKy45uW75CB1qkKUzEUm1ykGAuCpump,2025-04-02 18:19:29,4.561809822742201e-08,414878.452531,0.018925966,2.75e-05,0.00018926,0.00203928,2025-04-02 18:19:49,3.978478250510412e-08,414878.452531,0.016505849,2.75e-05,0.000165059,0.3333333333333333,-0.0024201169999999994,-0.004868715999999999,-12.787283882894007,-22.985150698191656,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
85amQSLtdEiSzPXtoPZuXdDgXhE32S6o55ZWvFkrpump,2025-04-02 18:22:15,4.605290509410671e-08,414878.452531,0.019106358,2.75e-05,0.000191064,0.00203928,2025-04-02 18:22:30,6.517208313675839e-08,414878.452531,0.027038493,2.75e-05,0.000270385,0.25,0.007932135,0.005376405999999997,41.51568289466784,25.165489448189998,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
85amQSLtdEiSzPXtoPZuXdDgXhE32S6o55ZWvFkrpump,2025-04-02 18:25:01,1.0275868791486986e-07,180289.884738,0.018526352,2.75e-05,0.000185264,0.0,2025-04-02 18:25:09,3.65575972805024e-08,180289.884738,0.006590965,2.75e-05,6.591e-05,0.13333333333333333,-0.011935386999999999,-0.012241561,-64.42383800113481,-65.32624591256065,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
BuH4m6KGVoG5T1ZLtCZJE2sLwoEnUqcZSQWJtxJQpump,2025-04-02 18:27:40,4.586421609490121e-08,414878.452531,0.019028075,2.75e-05,0.000190281,0.00203928,2025-04-02 18:28:01,6.482353767936518e-08,414878.452531,0.026893889,2.75e-05,0.000268939,0.35,0.007865814000000002,0.005312314000000002,41.337938808839056,24.957857915495595,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
BuH4m6KGVoG5T1ZLtCZJE2sLwoEnUqcZSQWJtxJQpump,2025-04-02 18:30:27,1.0132605523827512e-07,182831.759871,0.018525621,2.75e-05,0.000185257,0.0,2025-04-02 18:30:47,8.169436760078542e-08,182831.759871,0.014936325,2.75e-05,0.000149364,0.3333333333333333,-0.0035892959999999988,-0.003978917,-19.37476751791478,-21.234052381694937,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
RhbxJsRNAft6ZQAq7wHJ6zAn6pqCy4HV1SmPRKipump,2025-04-02 18:38:47,4.62733118167074e-08,414878.452531,0.0191978,2.75e-05,0.000191978,0.00203928,2025-04-02 18:39:00,5.902319546993171e-08,414878.452531,0.024487452,2.75e-05,0.000244875,0.21666666666666667,0.005289651999999999,0.002758519000000001,27.55342799695798,12.856297827452105,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
BD8UtQjCM2Gijcmr4V7NHByFTCK7t6M9xRQWX48Gpump,2025-04-02 18:44:27,4.6145493657734585e-08,414878.452531,0.019144771,2.75e-05,0.000191448,0.00203928,2025-04-02 18:44:40,6.354373392778248e-08,414878.452531,0.026362926,2.75e-05,0.00026363,0.21666666666666667,0.007218154999999997,0.004668796999999995,37.703010393804114,21.81375142801247,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
FwDPfCrMk9cczXsFj1iFrAvTSL9ngmwwxRPwc5ptpump,2025-04-02 18:53:19,4.626692922444731e-08,414878.452531,0.019195152,2.75e-05,0.000191952,0.00203928,2025-04-02 18:53:40,2.8420008144720362e-08,414878.452531,0.011790849,2.75e-05,0.000117909,0.35,-0.007404302999999999,-0.009808443999999998,-38.57381801404854,-45.71873326060679,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
8WD3yg1zFVLenhzFSmsY2j5yCmndy2pyvhzNx1mhpump,2025-04-02 18:58:27,4.605373184227333e-08,414878.452531,0.019106701,2.75e-05,0.000191068,0.00203928,2025-04-02 18:58:38,6.25528268380264e-08,414878.452531,0.02595182,2.75e-05,0.000259519,0.18333333333333332,0.006845119,0.004300252000000001,35.82575034800618,20.127979298790724,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
4QE85Uk3kxhQu3C2SisktGXYCsibb2fAhZ2zmfgYpump,2025-04-02 19:03:39,4.6052724318268534e-08,414878.452531,0.019106283,2.75e-05,0.000191063,0.00203928,2025-04-02 19:03:53,6.658567306031841e-08,414878.452531,0.027624961,2.75e-05,0.00027625,0.23333333333333334,0.008518677999999998,0.005957085000000001,44.58574176882023,27.883588591454668,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
Cj5uxPGQJQH3sEdEWtQX7REprQ7MsqTqAvTBJEUupump,2025-04-02 19:09:32,4.593313266510526e-08,414878.452531,0.019056667,2.75e-05,0.000190567,0.00203928,2025-04-02 19:09:47,6.543704266726519e-08,414878.452531,0.027148419,2.75e-05,0.000271485,0.25,0.008091752,0.005535420000000003,42.461528031108486,25.970800244383824,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
Cj5uxPGQJQH3sEdEWtQX7REprQ7MsqTqAvTBJEUupump,2025-04-02 19:11:58,1.3585797175449653e-07,137053.282627,0.018619781,2.75e-05,0.000186198,0.0,2025-04-02 19:12:33,1.5629913847667244e-07,137053.282627,0.02142131,2.75e-05,0.000214214,0.5833333333333334,0.0028015290000000005,0.0023461170000000017,15.045982549418818,12.457162056994367,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
4eMpot7eyyNyN93x975tAKzDr3yHK1G6vCDt5R3Jpump,2025-04-02 19:19:32,4.593313266510526e-08,414878.452531,0.019056667,2.75e-05,0.000190567,0.00203928,2025-04-02 19:19:35,5.374443252951037e-08,414878.452531,0.022297407,2.75e-05,0.000222975,0.05,0.0032407400000000024,0.0007329180000000025,17.005806944099945,3.4386671604888814,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
D7Qf2c2zsFHJJotySasnQLwVorUTfD7RiQxwxG4xpump,2025-04-02 19:23:23,4.593313266510526e-08,414878.452531,0.019056667,2.75e-05,0.000190567,0.00203928,2025-04-02 19:23:40,6.247127765225018e-08,414878.452531,0.025917987,2.75e-05,0.00025918,0.2833333333333333,0.006861320000000001,0.004317293,36.00482707705393,20.255654331464733,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
7G4f9XPoKVYNPHRW3Q4SVkjZtdiYx9iVrkDZFv5qpump,2025-04-02 19:30:00,4.593313266510526e-08,414878.452531,0.019056667,2.75e-05,0.000190567,0.00203928,2025-04-02 19:30:15,6.238098373659498e-08,414878.452531,0.025880526,2.75e-05,0.000258806,0.25,0.0068238590000000016,0.004280206000000002,35.80825020450849,20.081651443036503,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
7G4f9XPoKVYNPHRW3Q4SVkjZtdiYx9iVrkDZFv5qpump,2025-04-02 19:32:31,9.248609845605966e-08,205416.611979,0.018998181,2.75e-05,0.000189982,0.0,2025-04-02 19:32:47,6.029175479374632e-08,205416.611979,0.012384928,2.75e-05,0.00012385,0.26666666666666666,-0.0066132529999999995,-0.006982085000000001,-34.80992732935853,-36.33538431642978,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
