token,entry_time,entry_price,entry_token_amount,entry_sol_amount,entry_network_fee,entry_pump_fee,entry_token_account_fee,exit_time,exit_price,exit_token_amount,exit_sol_amount,exit_network_fee,exit_pump_fee,hold_time,gross_pnl,net_pnl,gross_roi,net_roi,wallet_address
3Et39QLK1JRzPnyHZoX3eU43NrCbJ66P9ciL1Wo2pump,2025-04-03 13:28:32,4.596057503720102e-08,2170875.623711,0.099774692,5.75e-05,0.000997747,0.00203928,2025-04-03 13:29:18,2.8547010857334166e-08,2170875.623711,0.06197201,5.75e-05,0.000619721,0.7666666666666667,-0.037802682,-0.041574429999999996,-37.888046800485235,-40.41483973937821,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
2shxEWbV8dAHzQDRwaupRLdNLDWAomBp5LX8NRHzpump,2025-04-03 13:32:00,4.5713682035065886e-08,2170875.623711,0.099238718,5.75e-05,0.000992388,0.00203928,2025-04-03 13:32:13,6.289909680158527e-08,2170875.623711,0.136546116,5.75e-05,0.001365462,0.21666666666666667,0.03730739799999999,0.03279526799999999,37.59359124328872,32.049199179195384,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
2XqMGDf3Y5TJcJqWYdncxoWVuC3HTdpXte2M3r9tpump,2025-04-03 13:36:44,4.629384746980738e-08,2170875.623711,0.100498185,5.75e-05,0.001004982,0.00203928,2025-04-03 13:36:57,6.192650584476633e-08,2170875.623711,0.134434742,5.75e-05,0.001344348,0.21666666666666667,0.03393655699999999,0.029432947,33.768328253888356,28.410195036103637,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
8qVg8MbZ1d6mj2vFqw6NdtWcczNDZ65sFZpr6stjpump,2025-04-03 15:21:21,4.6753272684732894e-08,2170875.623711,0.10149554,5.75e-05,0.001014956,0.00203928,2025-04-03 15:21:33,3.8593849912404564e-08,2170875.623711,0.083782448,5.75e-05,0.000837825,0.2,-0.017713092,-0.021720153000000006,-17.452089027754322,-20.763520311914064,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
ANKKKyA1kUwbwFZwvyoa71qoYrLV1rk5qMTeKqJspump,2025-04-03 15:24:28,4.651714354200305e-08,2170875.623711,0.100982933,5.75e-05,0.00100983,0.00203928,2025-04-03 15:24:41,4.115618279746004e-08,2170875.623711,0.089344954,5.75e-05,0.00089345,0.21666666666666667,-0.011637978999999993,-0.01569553900000001,-11.524698931055996,-15.078881650964696,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
HRQwb4CdrSi3XzVjNXCkf6rUVSw1QVRfLdX7bMzcpump,2025-04-03 15:27:20,4.6029708431284397e-08,2170875.623711,0.099924772,5.75e-05,0.000999248,0.00203928,2025-04-03 15:27:28,3.8791525907893626e-08,2170875.623711,0.084211578,5.75e-05,0.000842116,0.13333333333333333,-0.015713194,-0.019708838000000006,-15.725023620769432,-19.13093084115053,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
73kKTsJZ65W2pZFRZdxKq954THtpDRJw8ad1AzCcpump,2025-04-03 15:28:28,4.6260534644691967e-08,2170875.623711,0.100425867,5.75e-05,0.001004259,0.00203928,2025-04-03 15:28:37,3.8351706145963726e-08,2170875.623711,0.083256784,5.75e-05,0.000832568,0.15,-0.017169083,-0.02116019000000001,-17.096275603973627,-20.439314587456142,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
73kKTsJZ65W2pZFRZdxKq954THtpDRJw8ad1AzCcpump,2025-04-03 15:30:03,6.750149470115398e-08,1403705.183411,0.094752198,5.75e-05,0.000947522,0.0,2025-04-03 15:30:26,9.543201705252764e-08,1403705.183411,0.133958417,5.75e-05,0.001339585,0.38333333333333336,0.039206219,0.036804112,41.377635376859544,38.43481671669248,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
2fcbMbhMoPHSy5xPBnWA8H5S6qjjFxqGpbZaDcSUpump,2025-04-03 15:33:02,4.620933226405535e-08,2170875.623711,0.100314713,5.75e-05,0.001003148,0.00203928,2025-04-03 15:33:13,3.817897722685642e-08,2170875.623711,0.082881811,5.75e-05,0.000828819,0.18333333333333332,-0.017432902,-0.021419149,-17.378210512350268,-20.711911575460576,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
2fcbMbhMoPHSy5xPBnWA8H5S6qjjFxqGpbZaDcSUpump,2025-04-03 15:34:39,7.627643633034634e-08,1259336.888577,0.09605773,5.75e-05,0.000960578,0.0,2025-04-03 15:34:53,7.369942137157142e-08,1259336.888577,0.0928124,5.75e-05,0.000928124,0.23333333333333334,-0.0032453299999999907,-0.005249032000000001,-3.378520396016011,-5.407147370846505,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
GC3RHp9foHUecBYPvbqsihygyebnkdbUia8WF42ppump,2025-04-03 15:37:37,4.6190880723321054e-08,2170875.623711,0.100274657,5.75e-05,0.001002747,0.00203928,2025-04-03 15:37:46,3.83869863799686e-08,2170875.623711,0.083333373,5.75e-05,0.000833334,0.15,-0.016941284,-0.020931645000000013,-16.89488102661872,-20.248425854563468,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
37ptVWepno1Ujq8CrFYfS5rspgivHuYs1jP8CdM6pump,2025-04-03 15:39:20,4.596057503720102e-08,2170875.623711,0.099774692,5.75e-05,0.000997747,0.00203928,2025-04-03 15:39:45,3.076185999354617e-08,2170875.623711,0.066780172,5.75e-05,0.000667802,0.4166666666666667,-0.03299452,-0.036814348999999996,-33.06902716372203,-35.78752649030999,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
8UuktJDwGL8NgxhzRCPwrLZ8MU9vErkGeCKYHpYdpump,2025-04-03 15:41:03,4.6029708431284397e-08,2170875.623711,0.099924772,5.75e-05,0.000999248,0.00203928,2025-04-03 15:41:11,3.82826432303538e-08,2170875.623711,0.083106857,5.75e-05,0.000831069,0.13333333333333333,-0.01681791499999999,-0.020802511999999995,-16.830576305943428,-20.19253587625023,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
8UuktJDwGL8NgxhzRCPwrLZ8MU9vErkGeCKYHpYdpump,2025-04-03 15:42:26,5.6871525503882886e-08,1707050.833257,0.097082585,5.75e-05,0.000970826,0.0,2025-04-03 15:42:49,7.529247313319452e-08,1707050.833257,0.128528079,5.75e-05,0.001285281,0.38333333333333336,0.03144549399999999,0.029074387000000007,32.39045808267259,29.634203478143228,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
8UuktJDwGL8NgxhzRCPwrLZ8MU9vErkGeCKYHpYdpump,2025-04-03 15:43:15,1.0383000173153053e-07,951411.763003,0.098785085,5.75e-05,0.000987851,0.0,2025-04-03 15:43:22,8.793773553516198e-08,951411.763003,0.083664996,5.75e-05,0.00083665,0.11666666666666667,-0.01512008899999999,-0.017059589999999986,-15.306044429682872,-17.08856605614743,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
4dppu4N2sFed58JxosJQ2ger3n2X4RebFsWkVLTrpump,2025-04-03 15:46:42,4.6260534644691967e-08,2170875.623711,0.100425867,5.75e-05,0.001004259,0.00203928,2025-04-03 15:46:51,3.826271578746969e-08,2170875.623711,0.083063597,5.75e-05,0.000830636,0.15,-0.01736227,-0.021351444999999997,-17.288643373126167,-20.62405400196157,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
4dppu4N2sFed58JxosJQ2ger3n2X4RebFsWkVLTrpump,2025-04-03 15:48:54,8.6571409053956e-08,1127059.615481,0.097571139,5.75e-05,0.000975712,0.0,2025-04-03 15:49:10,8.042246102600066e-08,1127059.615481,0.090640908,5.75e-05,0.00090641,0.26666666666666666,-0.006930230999999995,-0.008927352999999999,-7.102746848122779,-9.053711027417034,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
hj9cpF7ss2eb8GUV138mVfLVJ2NxUNQiDABR8nYpump,2025-04-03 15:53:27,4.6029708431284397e-08,2170875.623711,0.099924772,5.75e-05,0.000999248,0.00203928,2025-04-03 15:53:43,2.986945096797138e-08,2170875.623711,0.064842863,5.75e-05,0.000648429,0.26666666666666666,-0.035081908999999994,-0.038883866,-35.10832028718564,-37.743704184009445,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
8KZHdxMLZHHwxqyYvj5LnnwKTSM66LnAKMGiaCAHpump,2025-04-03 15:54:32,4.6029708431284397e-08,2170875.623711,0.099924772,5.75e-05,0.000999248,0.00203928,2025-04-03 15:54:42,3.797882342934994e-08,2170875.623711,0.082447302,5.75e-05,0.000824474,0.16666666666666666,-0.017477469999999995,-0.021455472000000003,-17.49062784951863,-20.82634963036591,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
8KZHdxMLZHHwxqyYvj5LnnwKTSM66LnAKMGiaCAHpump,2025-04-03 15:56:23,7.931528470782662e-08,1235644.143005,0.098005467,5.75e-05,0.000980055,0.0,2025-04-03 15:56:39,7.073357689168146e-08,1235644.143005,0.08740153,5.75e-05,0.000874016,0.26666666666666666,-0.010603936999999994,-0.012573007999999997,-10.819740290610516,-12.69449149077862,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
8KZHdxMLZHHwxqyYvj5LnnwKTSM66LnAKMGiaCAHpump,2025-04-03 15:58:06,9.092084418091876e-08,1013407.770573,0.09213989,5.75e-05,0.000921399,0.0,2025-04-03 15:58:22,7.522697695212554e-08,1013407.770573,0.076235603,5.75e-05,0.000762357,0.26666666666666666,-0.015904287000000003,-0.017703043000000016,-17.26102234330864,-19.011247021264435,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
8KZHdxMLZHHwxqyYvj5LnnwKTSM66LnAKMGiaCAHpump,2025-04-03 15:59:27,9.062282881981544e-08,1054670.486948,0.095577223,5.75e-05,0.000955773,0.0,2025-04-03 16:00:19,7.11111242119149e-08,1054670.486948,0.074998804,5.75e-05,0.000749989,0.8666666666666667,-0.020578419,-0.022399181000000004,-21.53067263735001,-23.189839505534792,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
36zL2ERN1VFk3GxftZgXWDopFPph572V2pdGzvtQpump,2025-04-03 16:04:45,4.6029708431284397e-08,2170875.623711,0.099924772,5.75e-05,0.000999248,0.00203928,2025-04-03 16:04:56,3.814867286520555e-08,2170875.623711,0.082816024,5.75e-05,0.000828161,0.18333333333333332,-0.017108747999999993,-0.02109043699999999,-17.121628258506302,-20.47201827203826,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
CJP2EHpqamCkGGkYxekYv9JnRvchmsUFYhPpDP75pump,2025-04-03 16:08:09,4.6029708431284397e-08,2170875.623711,0.099924772,5.75e-05,0.000999248,0.00203928,2025-04-03 16:08:17,3.8702261927090927e-08,2170875.623711,0.084017797,5.75e-05,0.000840178,0.13333333333333333,-0.01590697499999999,-0.01990068099999999,-15.918950508088214,-19.317148575821573,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
HSdr8PcLbfXEErvBSvsRX4xdsbWzCGgKMv9dg87Epump,2025-04-03 16:12:54,4.6029708431284397e-08,2170875.623711,0.099924772,5.75e-05,0.000999248,0.00203928,2025-04-03 16:13:04,3.806633696440694e-08,2170875.623711,0.082637283,5.75e-05,0.000826373,0.16666666666666666,-0.01728748899999999,-0.021267389999999997,-17.30050382301597,-20.643782614772938,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
2kpV84MDSUWMkeRQzCxv6v3CgZMeVtBgv3HTZQ8ipump,2025-04-03 16:17:19,4.62621312354695e-08,2170875.623711,0.100429333,5.75e-05,0.001004294,0.00203928,2025-04-03 16:17:27,3.810983600183155e-08,2170875.623711,0.082731714,5.75e-05,0.000827318,0.13333333333333333,-0.017697618999999998,-0.021683511000000003,-17.621962101450976,-20.944099060674997,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
zYcFnp9NZVonFCbRpA5p3MD5Fc28U5HeDuDrdY8pump,2025-04-03 16:19:56,4.5713682035065886e-08,2170875.623711,0.099238718,5.75e-05,0.000992388,0.00203928,2025-04-03 16:20:06,6.131510048118725e-08,2170875.623711,0.133107457,5.75e-05,0.001331075,0.16666666666666666,0.03386873900000001,0.02939099600000003,34.12855353492173,28.722371925087977,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
HXU1VonXXFKyFx8kg58Gj4qZaNQzAwKzwCqky2jjpump,2025-04-03 16:21:21,4.6029708431284397e-08,2170875.623711,0.099924772,5.75e-05,0.000999248,0.00203928,2025-04-03 16:21:37,3.348945660724709e-08,2170875.623711,0.072701445,5.75e-05,0.000727015,0.26666666666666666,-0.02722332699999999,-0.031103869999999992,-27.243821982400913,-30.191835046903144,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
CoLqZKKK3bv8hZYRBUHhmFTNoc8icEtgYH2YYn9Wpump,2025-04-03 16:22:44,4.6029708431284397e-08,2170875.623711,0.099924772,5.75e-05,0.000999248,0.00203928,2025-04-03 16:22:53,3.8616449548912595e-08,2170875.623711,0.083831509,5.75e-05,0.000838316,0.15,-0.016093262999999997,-0.020085107000000005,-16.105378754329305,-19.4961667935019,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
CRun3jZPi9gtygDaqN3AoDiSshjT7e3Ch5SESkkrpump,2025-04-03 16:26:46,4.5713682035065886e-08,2170875.623711,0.099238718,5.75e-05,0.000992388,0.00203928,2025-04-03 16:27:00,3.8577991795235635e-08,2170875.623711,0.083748022,5.75e-05,0.000837481,0.23333333333333334,-0.015490695999999998,-0.019474845000000005,-15.609528530991298,-19.031806246832854,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
CuEZnhZQUA3qaFK5BFmsaqCmBeiWvZjyCBpEPxYMpump,2025-04-03 16:27:55,4.5713682035065886e-08,2170875.623711,0.099238718,5.75e-05,0.000992388,0.00203928,2025-04-03 16:28:12,3.803932436204523e-08,2170875.623711,0.082578642,5.75e-05,0.000825787,0.2833333333333333,-0.01666007600000001,-0.02063253100000001,-16.787879101783652,-20.16315572081691,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
CuEZnhZQUA3qaFK5BFmsaqCmBeiWvZjyCBpEPxYMpump,2025-04-03 16:29:55,7.530204119244019e-08,1252243.757364,0.094296511,5.75e-05,0.000942966,0.0,2025-04-03 16:30:06,3.1506373873287105e-08,1252243.757364,0.03945366,5.75e-05,0.000394537,0.18333333333333332,-0.054842851,-0.056295354000000006,-58.16000021464208,-59.07359894532647,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
8Z8kJePTmeWPtJJG5JxiV4DrNjmV8ZWNMNDBqqFVpump,2025-04-03 16:32:21,4.597730699531197e-08,2170875.623711,0.099811015,5.75e-05,0.000998111,0.00203928,2025-04-03 16:32:39,3.829738198353271e-08,2170875.623711,0.083138853,5.75e-05,0.000831389,0.3,-0.016672162000000004,-0.02065594200000001,-16.703729543277365,-20.072649668912113,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
8Z8kJePTmeWPtJJG5JxiV4DrNjmV8ZWNMNDBqqFVpump,2025-04-03 16:34:45,8.135985736539252e-08,1231323.348443,0.100180292,5.75e-05,0.001001803,0.0,2025-04-03 16:35:12,7.400348017052012e-08,1231323.348443,0.091122213,5.75e-05,0.000911223,0.45,-0.00905807900000001,-0.011086105000000013,-9.041777398692359,-10.950364825145748,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
8WepPgknsvS6XxT8uyA5ZgJGiFdxfSW6jvgbXDCepump,2025-04-03 16:40:17,4.597730699531197e-08,2170875.623711,0.099811015,5.75e-05,0.000998111,0.00203928,2025-04-03 16:40:35,3.803962193782201e-08,2170875.623711,0.082579288,5.75e-05,0.000825793,0.3,-0.017231727000000002,-0.021209911000000012,-17.264354039481518,-20.610975428368526,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
6uzefDeiaddF44uWCEorjVVFnW4VsdtfiBfQ1Hx9pump,2025-04-03 16:44:53,4.5713682035065886e-08,2170875.623711,0.099238718,5.75e-05,0.000992388,0.00203928,2025-04-03 16:44:59,7.548787558812995e-08,2170875.623711,0.163874789,5.75e-05,0.001638748,0.1,0.06463607099999999,0.059850655,65.13190849563372,58.48909553354791,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
6XaP2KBQSTJLFWMMa2FZCBZf3PbRPQJiEM6cZWf5pump,2025-04-03 16:46:45,4.597730699531197e-08,2170875.623711,0.099811015,5.75e-05,0.000998111,0.00203928,2025-04-03 16:47:01,3.813423399102149e-08,2170875.623711,0.082784679,5.75e-05,0.000827847,0.26666666666666666,-0.017026336000000003,-0.021006574000000014,-17.058574146350484,-20.413380355448222,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
GcMPyncbMD37Rh9Tjf7Y4uQ2Af7J9JLFhhfuYNe8pump,2025-04-03 16:54:06,4.5713682035065886e-08,2170875.623711,0.099238718,5.75e-05,0.000992388,0.00203928,2025-04-03 16:54:27,3.803932436204523e-08,2170875.623711,0.082578642,5.75e-05,0.000825787,0.35,-0.01666007600000001,-0.02063253100000001,-16.787879101783652,-20.16315572081691,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
GcMPyncbMD37Rh9Tjf7Y4uQ2Af7J9JLFhhfuYNe8pump,2025-04-03 16:55:47,8.374999865836538e-08,1124075.612037,0.094141331,5.75e-05,0.000941414,0.0,2025-04-03 16:56:00,7.121758994035087e-08,1124075.612037,0.080053956,5.75e-05,0.00080054,0.21666666666666667,-0.014087375,-0.015944329000000007,-14.964070350779298,-16.75876386486077,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
GcMPyncbMD37Rh9Tjf7Y4uQ2Af7J9JLFhhfuYNe8pump,2025-04-03 16:59:04,8.13947038456589e-08,1178170.599181,0.095896847,5.75e-05,0.000958969,0.0,2025-04-03 16:59:56,7.200177127062028e-08,1178170.599181,0.08483037,5.75e-05,0.000848304,0.8666666666666667,-0.011066476999999991,-0.012988749999999993,-11.539980037091304,-13.402441002018744,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
GcMPyncbMD37Rh9Tjf7Y4uQ2Af7J9JLFhhfuYNe8pump,2025-04-03 17:00:55,7.883509096675522e-08,1245128.581654,0.098159825,5.75e-05,0.000981599,0.0,2025-04-03 17:01:25,3.074862513327079e-08,1245128.581654,0.038285992,5.75e-05,0.00038286,0.5,-0.05987383300000001,-0.06135329200000001,-60.99627113230896,-61.84874747230121,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
ED8P4p2Wf9QksBeEuXnrYtQcU3Np24ngVE5oXnFepump,2025-04-03 17:04:31,4.637948710662922e-08,2170875.623711,0.100684098,5.75e-05,0.001006841,0.00203928,2025-04-03 17:04:39,3.8394778166755114e-08,2170875.623711,0.083350288,5.75e-05,0.000833503,0.13333333333333333,-0.017333810000000005,-0.021328434000000007,-17.21603544583575,-20.550055638085666,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
tAunnbwEqXcNbkcvivDuihbkQRPadNhFe5Y9Prxpump,2025-04-03 17:07:15,4.594371225630277e-08,2170875.623711,0.099738085,5.75e-05,0.000997381,0.00203928,2025-04-03 17:07:28,3.830513277303729e-08,2170875.623711,0.083155679,5.75e-05,0.000831557,0.21666666666666667,-0.016582406000000008,-0.02056562400000002,-16.62595186181889,-19.999197527981654,b7whrb4w7nbdkprmkhzosqx76h4cj1bx9kv7p4f9dq6v
